"bat1","bat2","dyad","kinship","site1","site2","colony1","colony2"
"gremlin","lucyson","gremlin_lucyson",0.294,"zoo","zoo","2014-colony","2014-colony"
"gremlin","mabel","gremlin_mabel",0,"zoo","tole","2014-colony","2019-colony"
"gremlin","marce","gremlin_marce",0.4272,"zoo","zoo","2014-colony","2014-colony"
"gremlin","maribelo","gremlin_maribelo",0,"zoo","zoo","2014-colony","2014-colony"
"gremlin","mina","gremlin_mina",0,"zoo","zoo","2014-colony","2014-colony"
"gremlin","mya","gremlin_mya",0,"zoo","zoo","2014-colony","2014-colony"
"gremlin","no-band","gremlin_no-band",0,"zoo","las.pavas","2014-colony","2017-colony"
"gremlin","ola","gremlin_ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"gremlin","opal","gremlin_opal",0,"zoo","chorrera","2014-colony","2019-colony"
"gremlin","piper","gremlin_piper",0,"zoo","chorrera","2014-colony","2019-colony"
"gremlin","pixus","gremlin_pixus",0.0617,"zoo","zoo","2014-colony","2014-colony"
"gremlin","queen","gremlin_queen",0,"zoo","lake.bayano","2014-colony","2019-colony"
"gremlin","r","gremlin_r",0,"zoo","tole","2014-colony","2017-colony"
"gremlin","rc","gremlin_rc",0,"zoo","tole","2014-colony","2017-colony"
"gremlin","rina","gremlin_rina",0,"zoo","chorrera","2014-colony","2019-colony"
"gremlin","s","gremlin_s",0,"zoo","tole","2014-colony","2017-colony"
"gremlin","sam1","gremlin_sam1",0,"zoo","chilibre","2014-colony","2017-colony"
"gremlin","sam2","gremlin_sam2",0,"zoo","chilibre","2014-colony","2017-colony"
"gremlin","sam5","gremlin_sam5",0,"zoo","chilibre","2014-colony","2017-colony"
"gremlin","sam6","gremlin_sam6",0,"zoo","chilibre","2014-colony","2017-colony"
"gremlin","sam7","gremlin_sam7",0,"zoo","chilibre","2014-colony","2017-colony"
"gremlin","sc","gremlin_sc",0,"zoo","tole","2014-colony","2017-colony"
"gremlin","scc","gremlin_scc",0,"zoo","tole","2014-colony","2017-colony"
"gremlin","scs","gremlin_scs",0,"zoo","tole","2014-colony","2019-colony"
"gremlin","sd","gremlin_sd",0,"zoo","tole","2014-colony","2017-colony"
"gremlin","shania","gremlin_shania",0,"zoo","lake.bayano","2014-colony","2019-colony"
"gremlin","sheldon","gremlin_sheldon",0.5,"zoo","zoo","2014-colony","2014-colony"
"gremlin","six","gremlin_six",0,"zoo","las.pavas","2014-colony","2017-colony"
"gremlin","snow","gremlin_snow",0.0617,"zoo","zoo","2014-colony","2014-colony"
"gremlin","son-of-ola","gremlin_son-of-ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"gremlin","sonofzaria","gremlin_sonofzaria",0,"zoo","zoo","2014-colony","2014-colony"
"gremlin","speedster","gremlin_speedster",0.3693,"zoo","zoo","2014-colony","2014-colony"
"gremlin","spiderman","gremlin_spiderman",0,"zoo","tole","2014-colony","2017-colony"
"gremlin","ss","gremlin_ss",0,"zoo","tole","2014-colony","2017-colony"
"gremlin","sss","gremlin_sss",0,"zoo","tole","2014-colony","2017-colony"
"gremlin","streblick","gremlin_streblick",0,"zoo","zoo","2014-colony","2014-colony"
"gremlin","tes","gremlin_tes",0,"zoo","las.pavas","2014-colony","2017-colony"
"gremlin","thecount","gremlin_thecount",0.2277,"zoo","zoo","2014-colony","2014-colony"
"gremlin","tiffany","gremlin_tiffany",0,"zoo","lake.bayano","2014-colony","2019-colony"
"gremlin","toast","gremlin_toast",0,"zoo","tole","2014-colony","2019-colony"
"gremlin","una","gremlin_una",0,"zoo","las.pavas","2014-colony","2017-colony"
"gremlin","vampirella","gremlin_vampirella",0.5,"zoo","zoo","2014-colony","2014-colony"
"gremlin","vampison","gremlin_vampison",NA,"zoo","zoo","2014-colony","2014-colony"
"gremlin","veronica","gremlin_veronica",0.1818,"zoo","zoo","2014-colony","2014-colony"
"gremlin","vixen","gremlin_vixen",0,"zoo","chorrera","2014-colony","2019-colony"
"gremlin","vlad","gremlin_vlad",0.4058,"zoo","zoo","2014-colony","2014-colony"
"gremlin","war-machine","gremlin_war-machine",0,"zoo","tole","2014-colony","2017-colony"
"gremlin","whimsey","gremlin_whimsey",0.2006,"zoo","zoo","2014-colony","2014-colony"
"gremlin","winona","gremlin_winona",0,"zoo","chorrera","2014-colony","2019-colony"
"gremlin","zaria","gremlin_zaria",0.2343,"zoo","zoo","2014-colony","2014-colony"
"gremlin","zarison","gremlin_zarison",0.5,"zoo","zoo","2014-colony","2014-colony"
"gremlin","zelda","gremlin_zelda",0,"zoo","chorrera","2014-colony","2019-colony"
"helsing","alicia","alicia_helsing",0,"zoo","chorrera","2014-colony","2019-colony"
"helsing","bat1","bat1_helsing",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","bat2","bat2_helsing",0.1405,"zoo","zoo","2014-colony","2014-colony"
"helsing","bat3","bat3_helsing",0.2688,"zoo","zoo","2014-colony","2014-colony"
"helsing","bat4","bat4_helsing",0.2636,"zoo","zoo","2014-colony","2014-colony"
"helsing","bat5","bat5_helsing",0.0675,"zoo","zoo","2014-colony","2014-colony"
"helsing","bat6","bat6_helsing",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","bat7","bat7_helsing",0.0701,"zoo","zoo","2014-colony","2014-colony"
"helsing","bella","bella_helsing",0.2496,"zoo","zoo","2014-colony","2014-colony"
"helsing","betty","betty_helsing",0,"zoo","tole","2014-colony","2019-colony"
"helsing","black-panther","black-panther_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","c","c_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","captain-america","captain-america_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","cat","cat_helsing",0,"zoo","las.pavas","2014-colony","2017-colony"
"helsing","cc","cc_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","ccc","ccc_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","ccs","ccs_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","cd","cd_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","cerce","cerce_helsing",0.1162,"zoo","zoo","2014-colony","2014-colony"
"helsing","cerceson","cerceson_helsing",0.1207,"zoo","zoo","2014-colony","2014-colony"
"helsing","cindy","cindy_helsing",0,"zoo","tole","2014-colony","2019-colony"
"helsing","countess","countess_helsing",0.0111,"zoo","zoo","2014-colony","2014-colony"
"helsing","cs","cs_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","csc","csc_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","d","d_helsing",0,"zoo","tole","2014-colony","2019-colony"
"helsing","daredevil","daredevil_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","dcd","dcd_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","dd","dd_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","ddd","ddd_helsing",0,"zoo","las.pavas","2014-colony","2017-colony"
"helsing","ddld","ddld_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","desi","desi_helsing",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","dos","dos_helsing",0,"zoo","las.pavas","2014-colony","2017-colony"
"helsing","dr","dr_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","dr-strange","dr-strange_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","ds","ds_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","esther","esther_helsing",0,"zoo","tole","2014-colony","2019-colony"
"helsing","eve","eve_helsing",0,"zoo","las.pavas","2014-colony","2017-colony"
"helsing","falcon","falcon_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","flapper","flapper_helsing",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","fran","fran_helsing",0,"zoo","tole","2014-colony","2019-colony"
"helsing","fuschia","fuschia_helsing",0.4466,"zoo","zoo","2014-colony","2014-colony"
"helsing","gayle","gayle_helsing",0,"zoo","tole","2014-colony","2019-colony"
"helsing","gelfing","gelfing_helsing",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","green-arrow","green-arrow_helsing",0,"zoo","tole","2014-colony","2017-colony"
"helsing","gremlin","gremlin_helsing",0.0662,"zoo","zoo","2014-colony","2014-colony"
"helsing","hera","helsing_hera",0,"zoo","tole","2014-colony","2019-colony"
"helsing","hilga","helsing_hilga",0,"zoo","tole","2014-colony","2017-colony"
"helsing","houdini","helsing_houdini",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","hulk","helsing_hulk",0,"zoo","tole","2014-colony","2017-colony"
"helsing","irma","helsing_irma",0,"zoo","lake.bayano","2014-colony","2019-colony"
"helsing","iron-man","helsing_iron-man",0,"zoo","tole","2014-colony","2017-colony"
"helsing","ivy","helsing_ivy",0,"zoo","las.pavas","2014-colony","2017-colony"
"helsing","jenna-bat","helsing_jenna-bat",0,"zoo","gamboa","2014-colony","2017-colony"
"helsing","jupiter","helsing_jupiter",0,"zoo","lake.bayano","2014-colony","2019-colony"
"helsing","kelly","helsing_kelly",0,"zoo","lake.bayano","2014-colony","2019-colony"
"helsing","ldc","helsing_ldc",0,"zoo","tole","2014-colony","2017-colony"
"helsing","lds","helsing_lds",0,"zoo","tole","2014-colony","2017-colony"
"helsing","lilith","helsing_lilith",0,"zoo","lake.bayano","2014-colony","2019-colony"
"helsing","lily","helsing_lily",0.4296,"zoo","zoo","2014-colony","2014-colony"
"helsing","lilyson","helsing_lilyson",0.5,"zoo","zoo","2014-colony","2014-colony"
"helsing","lsd","helsing_lsd",0,"zoo","tole","2014-colony","2017-colony"
"helsing","lucy","helsing_lucy",0.2827,"zoo","zoo","2014-colony","2014-colony"
"helsing","lucyson","helsing_lucyson",0.0904,"zoo","zoo","2014-colony","2014-colony"
"helsing","mabel","helsing_mabel",0,"zoo","tole","2014-colony","2019-colony"
"helsing","marce","helsing_marce",0.0023,"zoo","zoo","2014-colony","2014-colony"
"helsing","maribelo","helsing_maribelo",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","mina","helsing_mina",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","mya","helsing_mya",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","no-band","helsing_no-band",0,"zoo","las.pavas","2014-colony","2017-colony"
"helsing","ola","helsing_ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"helsing","opal","helsing_opal",0,"zoo","chorrera","2014-colony","2019-colony"
"helsing","piper","helsing_piper",0,"zoo","chorrera","2014-colony","2019-colony"
"helsing","pixus","helsing_pixus",0.1331,"zoo","zoo","2014-colony","2014-colony"
"helsing","queen","helsing_queen",0,"zoo","lake.bayano","2014-colony","2019-colony"
"helsing","r","helsing_r",0,"zoo","tole","2014-colony","2017-colony"
"helsing","rc","helsing_rc",0,"zoo","tole","2014-colony","2017-colony"
"helsing","rina","helsing_rina",0,"zoo","chorrera","2014-colony","2019-colony"
"helsing","s","helsing_s",0,"zoo","tole","2014-colony","2017-colony"
"helsing","sam1","helsing_sam1",0,"zoo","chilibre","2014-colony","2017-colony"
"helsing","sam2","helsing_sam2",0,"zoo","chilibre","2014-colony","2017-colony"
"helsing","sam5","helsing_sam5",0,"zoo","chilibre","2014-colony","2017-colony"
"helsing","sam6","helsing_sam6",0,"zoo","chilibre","2014-colony","2017-colony"
"helsing","sam7","helsing_sam7",0,"zoo","chilibre","2014-colony","2017-colony"
"helsing","sc","helsing_sc",0,"zoo","tole","2014-colony","2017-colony"
"helsing","scc","helsing_scc",0,"zoo","tole","2014-colony","2017-colony"
"helsing","scs","helsing_scs",0,"zoo","tole","2014-colony","2019-colony"
"helsing","sd","helsing_sd",0,"zoo","tole","2014-colony","2017-colony"
"helsing","shania","helsing_shania",0,"zoo","lake.bayano","2014-colony","2019-colony"
"helsing","sheldon","helsing_sheldon",0.1232,"zoo","zoo","2014-colony","2014-colony"
"helsing","six","helsing_six",0,"zoo","las.pavas","2014-colony","2017-colony"
"helsing","snow","helsing_snow",0.0712,"zoo","zoo","2014-colony","2014-colony"
"helsing","son-of-ola","helsing_son-of-ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"helsing","sonofzaria","helsing_sonofzaria",0.0887,"zoo","zoo","2014-colony","2014-colony"
"helsing","speedster","helsing_speedster",0.3473,"zoo","zoo","2014-colony","2014-colony"
"helsing","spiderman","helsing_spiderman",0,"zoo","tole","2014-colony","2017-colony"
"helsing","ss","helsing_ss",0,"zoo","tole","2014-colony","2017-colony"
"helsing","sss","helsing_sss",0,"zoo","tole","2014-colony","2017-colony"
"helsing","streblick","helsing_streblick",0.0085,"zoo","zoo","2014-colony","2014-colony"
"helsing","tes","helsing_tes",0,"zoo","las.pavas","2014-colony","2017-colony"
"helsing","thecount","helsing_thecount",0.0486,"zoo","zoo","2014-colony","2014-colony"
"helsing","tiffany","helsing_tiffany",0,"zoo","lake.bayano","2014-colony","2019-colony"
"helsing","toast","helsing_toast",0,"zoo","tole","2014-colony","2019-colony"
"helsing","una","helsing_una",0,"zoo","las.pavas","2014-colony","2017-colony"
"helsing","vampirella","helsing_vampirella",0.0216,"zoo","zoo","2014-colony","2014-colony"
"helsing","vampison","helsing_vampison",NA,"zoo","zoo","2014-colony","2014-colony"
"helsing","veronica","helsing_veronica",0.0897,"zoo","zoo","2014-colony","2014-colony"
"helsing","vixen","helsing_vixen",0,"zoo","chorrera","2014-colony","2019-colony"
"helsing","vlad","helsing_vlad",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","war-machine","helsing_war-machine",0,"zoo","tole","2014-colony","2017-colony"
"helsing","whimsey","helsing_whimsey",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","winona","helsing_winona",0,"zoo","chorrera","2014-colony","2019-colony"
"helsing","zaria","helsing_zaria",0,"zoo","zoo","2014-colony","2014-colony"
"helsing","zarison","helsing_zarison",0.3642,"zoo","zoo","2014-colony","2014-colony"
"helsing","zelda","helsing_zelda",0,"zoo","chorrera","2014-colony","2019-colony"
"hera","alicia","alicia_hera",0,"tole","chorrera","2019-colony","2019-colony"
"hera","bat1","bat1_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","bat2","bat2_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","bat3","bat3_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","bat4","bat4_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","bat5","bat5_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","bat6","bat6_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","bat7","bat7_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","bella","bella_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","betty","betty_hera",NA,"tole","tole","2019-colony","2019-colony"
"hera","black-panther","black-panther_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","c","c_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","captain-america","captain-america_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","cat","cat_hera",0,"tole","las.pavas","2019-colony","2017-colony"
"hera","cc","cc_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","ccc","ccc_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","ccs","ccs_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","cd","cd_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","cerce","cerce_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","cerceson","cerceson_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","cindy","cindy_hera",NA,"tole","tole","2019-colony","2019-colony"
"hera","countess","countess_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","cs","cs_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","csc","csc_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","d","d_hera",NA,"tole","tole","2019-colony","2019-colony"
"hera","daredevil","daredevil_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","dcd","dcd_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","dd","dd_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","ddd","ddd_hera",0,"tole","las.pavas","2019-colony","2017-colony"
"hera","ddld","ddld_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","desi","desi_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","dos","dos_hera",0,"tole","las.pavas","2019-colony","2017-colony"
"hera","dr","dr_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","dr-strange","dr-strange_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","ds","ds_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","esther","esther_hera",NA,"tole","tole","2019-colony","2019-colony"
"hera","eve","eve_hera",0,"tole","las.pavas","2019-colony","2017-colony"
"hera","falcon","falcon_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","flapper","flapper_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","fran","fran_hera",NA,"tole","tole","2019-colony","2019-colony"
"hera","fuschia","fuschia_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","gayle","gayle_hera",NA,"tole","tole","2019-colony","2019-colony"
"hera","gelfing","gelfing_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","green-arrow","green-arrow_hera",NA,"tole","tole","2019-colony","2017-colony"
"hera","gremlin","gremlin_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","helsing","helsing_hera",0,"tole","zoo","2019-colony","2014-colony"
"hera","hilga","hera_hilga",NA,"tole","tole","2019-colony","2017-colony"
"hera","houdini","hera_houdini",0,"tole","zoo","2019-colony","2014-colony"
"hera","hulk","hera_hulk",NA,"tole","tole","2019-colony","2017-colony"
"hera","irma","hera_irma",0,"tole","lake.bayano","2019-colony","2019-colony"
"hera","iron-man","hera_iron-man",NA,"tole","tole","2019-colony","2017-colony"
"hera","ivy","hera_ivy",0,"tole","las.pavas","2019-colony","2017-colony"
"hera","jenna-bat","hera_jenna-bat",0,"tole","gamboa","2019-colony","2017-colony"
"hera","jupiter","hera_jupiter",0,"tole","lake.bayano","2019-colony","2019-colony"
"hera","kelly","hera_kelly",0,"tole","lake.bayano","2019-colony","2019-colony"
"hera","ldc","hera_ldc",NA,"tole","tole","2019-colony","2017-colony"
"hera","lds","hera_lds",NA,"tole","tole","2019-colony","2017-colony"
"hera","lilith","hera_lilith",0,"tole","lake.bayano","2019-colony","2019-colony"
"hera","lily","hera_lily",0,"tole","zoo","2019-colony","2014-colony"
"hera","lilyson","hera_lilyson",0,"tole","zoo","2019-colony","2014-colony"
"hera","lsd","hera_lsd",NA,"tole","tole","2019-colony","2017-colony"
"hera","lucy","hera_lucy",0,"tole","zoo","2019-colony","2014-colony"
"hera","lucyson","hera_lucyson",0,"tole","zoo","2019-colony","2014-colony"
"hera","mabel","hera_mabel",NA,"tole","tole","2019-colony","2019-colony"
"hera","marce","hera_marce",0,"tole","zoo","2019-colony","2014-colony"
"hera","maribelo","hera_maribelo",0,"tole","zoo","2019-colony","2014-colony"
"hera","mina","hera_mina",0,"tole","zoo","2019-colony","2014-colony"
"hera","mya","hera_mya",0,"tole","zoo","2019-colony","2014-colony"
"hera","no-band","hera_no-band",0,"tole","las.pavas","2019-colony","2017-colony"
"hera","ola","hera_ola",0,"tole","las.pavas","2019-colony","2017-colony"
"hera","opal","hera_opal",0,"tole","chorrera","2019-colony","2019-colony"
"hera","piper","hera_piper",0,"tole","chorrera","2019-colony","2019-colony"
"hera","pixus","hera_pixus",0,"tole","zoo","2019-colony","2014-colony"
"hera","queen","hera_queen",0,"tole","lake.bayano","2019-colony","2019-colony"
"hera","r","hera_r",NA,"tole","tole","2019-colony","2017-colony"
"hera","rc","hera_rc",NA,"tole","tole","2019-colony","2017-colony"
"hera","rina","hera_rina",0,"tole","chorrera","2019-colony","2019-colony"
"hera","s","hera_s",NA,"tole","tole","2019-colony","2017-colony"
"hera","sam1","hera_sam1",0,"tole","chilibre","2019-colony","2017-colony"
"hera","sam2","hera_sam2",0,"tole","chilibre","2019-colony","2017-colony"
"hera","sam5","hera_sam5",0,"tole","chilibre","2019-colony","2017-colony"
"hera","sam6","hera_sam6",0,"tole","chilibre","2019-colony","2017-colony"
"hera","sam7","hera_sam7",0,"tole","chilibre","2019-colony","2017-colony"
"hera","sc","hera_sc",NA,"tole","tole","2019-colony","2017-colony"
"hera","scc","hera_scc",NA,"tole","tole","2019-colony","2017-colony"
"hera","scs","hera_scs",NA,"tole","tole","2019-colony","2019-colony"
"hera","sd","hera_sd",NA,"tole","tole","2019-colony","2017-colony"
"hera","shania","hera_shania",0,"tole","lake.bayano","2019-colony","2019-colony"
"hera","sheldon","hera_sheldon",0,"tole","zoo","2019-colony","2014-colony"
"hera","six","hera_six",0,"tole","las.pavas","2019-colony","2017-colony"
"hera","snow","hera_snow",0,"tole","zoo","2019-colony","2014-colony"
"hera","son-of-ola","hera_son-of-ola",0,"tole","las.pavas","2019-colony","2017-colony"
"hera","sonofzaria","hera_sonofzaria",0,"tole","zoo","2019-colony","2014-colony"
"hera","speedster","hera_speedster",0,"tole","zoo","2019-colony","2014-colony"
"hera","spiderman","hera_spiderman",NA,"tole","tole","2019-colony","2017-colony"
"hera","ss","hera_ss",NA,"tole","tole","2019-colony","2017-colony"
"hera","sss","hera_sss",NA,"tole","tole","2019-colony","2017-colony"
"hera","streblick","hera_streblick",0,"tole","zoo","2019-colony","2014-colony"
"hera","tes","hera_tes",0,"tole","las.pavas","2019-colony","2017-colony"
"hera","thecount","hera_thecount",0,"tole","zoo","2019-colony","2014-colony"
"hera","tiffany","hera_tiffany",0,"tole","lake.bayano","2019-colony","2019-colony"
"hera","toast","hera_toast",NA,"tole","tole","2019-colony","2019-colony"
"hera","una","hera_una",0,"tole","las.pavas","2019-colony","2017-colony"
"hera","vampirella","hera_vampirella",0,"tole","zoo","2019-colony","2014-colony"
"hera","vampison","hera_vampison",0,"tole","zoo","2019-colony","2014-colony"
"hera","veronica","hera_veronica",0,"tole","zoo","2019-colony","2014-colony"
"hera","vixen","hera_vixen",0,"tole","chorrera","2019-colony","2019-colony"
"hera","vlad","hera_vlad",0,"tole","zoo","2019-colony","2014-colony"
"hera","war-machine","hera_war-machine",NA,"tole","tole","2019-colony","2017-colony"
"hera","whimsey","hera_whimsey",0,"tole","zoo","2019-colony","2014-colony"
"hera","winona","hera_winona",0,"tole","chorrera","2019-colony","2019-colony"
"hera","zaria","hera_zaria",0,"tole","zoo","2019-colony","2014-colony"
"hera","zarison","hera_zarison",0,"tole","zoo","2019-colony","2014-colony"
"hera","zelda","hera_zelda",0,"tole","chorrera","2019-colony","2019-colony"
"hilga","alicia","alicia_hilga",0,"tole","chorrera","2017-colony","2019-colony"
"hilga","bat1","bat1_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","bat2","bat2_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","bat3","bat3_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","bat4","bat4_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","bat5","bat5_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","bat6","bat6_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","bat7","bat7_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","bella","bella_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","betty","betty_hilga",NA,"tole","tole","2017-colony","2019-colony"
"hilga","black-panther","black-panther_hilga",NA,"tole","tole","2017-colony","2017-colony"
"hilga","c","c_hilga",0,"tole","tole","2017-colony","2017-colony"
"hilga","captain-america","captain-america_hilga",NA,"tole","tole","2017-colony","2017-colony"
"hilga","cat","cat_hilga",0,"tole","las.pavas","2017-colony","2017-colony"
"hilga","cc","cc_hilga",0,"tole","tole","2017-colony","2017-colony"
"hilga","ccc","ccc_hilga",0,"tole","tole","2017-colony","2017-colony"
"hilga","ccs","ccs_hilga",0.1585,"tole","tole","2017-colony","2017-colony"
"hilga","cd","cd_hilga",0.1164,"tole","tole","2017-colony","2017-colony"
"hilga","cerce","cerce_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","cerceson","cerceson_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","cindy","cindy_hilga",NA,"tole","tole","2017-colony","2019-colony"
"hilga","countess","countess_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","cs","cs_hilga",0.0358,"tole","tole","2017-colony","2017-colony"
"hilga","csc","csc_hilga",0.0787,"tole","tole","2017-colony","2017-colony"
"hilga","d","d_hilga",NA,"tole","tole","2017-colony","2019-colony"
"hilga","daredevil","daredevil_hilga",NA,"tole","tole","2017-colony","2017-colony"
"hilga","dcd","dcd_hilga",0.0119,"tole","tole","2017-colony","2017-colony"
"hilga","dd","dd_hilga",0,"tole","tole","2017-colony","2017-colony"
"hilga","ddd","ddd_hilga",0,"tole","las.pavas","2017-colony","2017-colony"
"hilga","ddld","ddld_hilga",0,"tole","tole","2017-colony","2017-colony"
"hilga","desi","desi_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","dos","dos_hilga",0,"tole","las.pavas","2017-colony","2017-colony"
"hilga","dr","dr_hilga",0,"tole","tole","2017-colony","2017-colony"
"hilga","dr-strange","dr-strange_hilga",NA,"tole","tole","2017-colony","2017-colony"
"hilga","ds","ds_hilga",0.1652,"tole","tole","2017-colony","2017-colony"
"hilga","esther","esther_hilga",NA,"tole","tole","2017-colony","2019-colony"
"hilga","eve","eve_hilga",0,"tole","las.pavas","2017-colony","2017-colony"
"hilga","falcon","falcon_hilga",NA,"tole","tole","2017-colony","2017-colony"
"hilga","flapper","flapper_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","fran","fran_hilga",NA,"tole","tole","2017-colony","2019-colony"
"hilga","fuschia","fuschia_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","gayle","gayle_hilga",NA,"tole","tole","2017-colony","2019-colony"
"hilga","gelfing","gelfing_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","green-arrow","green-arrow_hilga",NA,"tole","tole","2017-colony","2017-colony"
"hilga","gremlin","gremlin_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","helsing","helsing_hilga",0,"tole","zoo","2017-colony","2014-colony"
"hilga","hera","hera_hilga",NA,"tole","tole","2017-colony","2019-colony"
"hilga","houdini","hilga_houdini",0,"tole","zoo","2017-colony","2014-colony"
"hilga","hulk","hilga_hulk",NA,"tole","tole","2017-colony","2017-colony"
"hilga","irma","hilga_irma",0,"tole","lake.bayano","2017-colony","2019-colony"
"hilga","iron-man","hilga_iron-man",NA,"tole","tole","2017-colony","2017-colony"
"hilga","ivy","hilga_ivy",0,"tole","las.pavas","2017-colony","2017-colony"
"hilga","jenna-bat","hilga_jenna-bat",0,"tole","gamboa","2017-colony","2017-colony"
"hilga","jupiter","hilga_jupiter",0,"tole","lake.bayano","2017-colony","2019-colony"
"hilga","kelly","hilga_kelly",0,"tole","lake.bayano","2017-colony","2019-colony"
"hilga","ldc","hilga_ldc",0,"tole","tole","2017-colony","2017-colony"
"hilga","lds","hilga_lds",0,"tole","tole","2017-colony","2017-colony"
"hilga","lilith","hilga_lilith",0,"tole","lake.bayano","2017-colony","2019-colony"
"hilga","lily","hilga_lily",0,"tole","zoo","2017-colony","2014-colony"
"hilga","lilyson","hilga_lilyson",0,"tole","zoo","2017-colony","2014-colony"
"hilga","lsd","hilga_lsd",0,"tole","tole","2017-colony","2017-colony"
"hilga","lucy","hilga_lucy",0,"tole","zoo","2017-colony","2014-colony"
"hilga","lucyson","hilga_lucyson",0,"tole","zoo","2017-colony","2014-colony"
"hilga","mabel","hilga_mabel",NA,"tole","tole","2017-colony","2019-colony"
"hilga","marce","hilga_marce",0,"tole","zoo","2017-colony","2014-colony"
